key,korean_text,occurrence_count,locations
app.독자_관점_요인,■ 독자 관점 요인,1,web/app.js:21340
app.편집자_비평가_관점_요인,■ 편집자·비평가 관점 요인,1,web/app.js:21343
app.특히_놓치지_않아야_할_요인_강조,■ 특히 놓치지 않아야 할 요인 (강조),1,web/app.js:21346
app.참고_패턴,■ 참고 패턴,1,web/app.js:21349
app.훅_스타일_p_hook_style_없음,"· 훅 스타일: ${p.hook_style || ""(없음)""}",1,web/app.js:21350
app.전개_패턴_p_pacing_pattern,"· 전개 패턴: ${p.pacing_pattern || ""(없음)""}",1,web/app.js:21351
app.대사_지문_p_dialogue_narrat,"· 대사/지문: ${p.dialogue_narration_balance || ""(없음)""}",1,web/app.js:21352
app.문체_특징_p_style_signature,"· 문체 특징: ${p.style_signature || ""(없음)""}",1,web/app.js:21353
app.종합_요약,■ 종합 요약,1,web/app.js:21355
app.요약_없음,(요약 없음),1,web/app.js:21356
app.아직_분석한_흥행_작품이_없거나_연결되지_않,아직 분석한 흥행 작품이 없거나 연결되지 않았어요. 흥행 공식 분석을 먼저 이용하세요.,1,web/app.js:21371
app.피드백할_원고_회차_를_먼저_열어_주세요,피드백할 원고(회차)를 먼저 열어 주세요.,1,web/app.js:21375
app.현재_회차_원고가_비어_있어요,현재 회차 원고가 비어 있어요.,1,web/app.js:21381
app.흥행_공식_피드백_중,흥행 공식 피드백 중…,1,web/app.js:21400
app.흥행_프로파일과_현재_회차를_비교하는_중,흥행 프로파일과 현재 회차를 비교하는 중…,1,web/app.js:21402
app.흥행_프로파일을_근거로_현재_회차의_재미_요,흥행 프로파일을 근거로 현재 회차의 재미 요소·훅·전개·문체를 점검해 주세요.,1,web/app.js:21419
app.흥행_공식_피드백이_끝났어요,흥행 공식 피드백이 끝났어요.,1,web/app.js:21445
app.SP_SECTION_LABELS_key_파,${SP_SECTION_LABELS[key]} 파일을 먼저 올려 주세요.,1,web/app.js:21460
app.구조를_분석하는_중_회차가_많으면_시간이_걸,구조를 분석하는 중… (회차가 많으면 시간이 걸릴 수 있어요),1,web/app.js:21484
app.흥행_공식_프로파일을_저장했어요,흥행 공식 프로파일을 저장했어요.,1,web/app.js:21506
app.저장_완료_프로파일_profile_id,"저장 완료 · 프로파일 #${profile.id || ""?""}",1,web/app.js:21508
app.저장_완료_프로파일_profile_id_이,저장 완료 · 프로파일 #${profile.id} · 이 작품에 연결됨 (도우미에서 「흥행 공식 참고」 선택 가능),1,web/app.js:21519
app.display_신작_프로젝트에_자동_연결됨,${display}  —— ✓ 신작 프로젝트에 자동 연결됨 (linked_success_profile_id=${profile.id}),1,web/app.js:21522
app.캐릭터_퍼스널컬러_찾기_2,🎨 캐릭터 퍼스널컬러 찾기,1,web/app.js:21673
app.캐릭터한테_어울리는_색을_고르는_중이에요,캐릭터한테 어울리는 색을 고르는 중이에요…,1,web/app.js:21674
app.이_캐릭터한테_어울리는_색이에요,이 캐릭터한테 어울리는 색이에요.,1,web/app.js:21675
app.가상_플레이리스트_뽑기_2,🎵 가상 플레이리스트 뽑기,1,web/app.js:21678
app.없는_노래를_만드는_중이에요,없는 노래를 만드는 중이에요…,1,web/app.js:21679
app.실제로_없는_곡이에요_분위기만_들어_보세요,실제로 없는 곡이에요. 분위기만 들어 보세요.,1,web/app.js:21680
app.무드보드_둘러보기_2,🖼 무드보드 둘러보기,1,web/app.js:21683
app.사진을_고르는_중이에요,사진을 고르는 중이에요…,1,web/app.js:21684
app.그냥_둘러보다가_나와도_돼요,그냥 둘러보다가 나와도 돼요.,1,web/app.js:21685
app.단어집_둘러보기_2,📝 단어집 둘러보기,1,web/app.js:21688
app.입안에서_굴릴_단어를_고르는_중이에요,입안에서 굴릴 단어를 고르는 중이에요…,1,web/app.js:21689
app.지금_원고에_넣을_필요는_없어요,지금 원고에 넣을 필요는 없어요.,1,web/app.js:21690
app.캐릭터_타로_풀이_2,🔮 캐릭터 타로 풀이,1,web/app.js:21693
app.타로를_섞는_중이에요,타로를 섞는 중이에요…,1,web/app.js:21694
app.점괘가_아니라_이_캐릭터_서사를_살짝_비튼,"점괘가 아니라, 이 캐릭터 서사를 살짝 비튼 놀이예요.",1,web/app.js:21695
app.작명소_2,🪶 작명소,1,web/app.js:21698
app.이름을_적어_오는_중이에요,이름을 적어 오는 중이에요…,1,web/app.js:21699
app.마음에_드는_이름만_골라_복사해_보세요,마음에 드는 이름만 골라 복사해 보세요.,1,web/app.js:21700
app.지금_나가면_스프린트가_중단돼요_그래도_나갈,"지금 나가면 스프린트가 중단돼요, 그래도 나갈까요?",1,web/app.js:21728
app.이_도구,이 도구,1,web/app.js:21828
app.name_는_곧_열어요_지금은_다른_도구를,${name}는 곧 열어요. 지금은 다른 도구를 먼저 써 보세요.,1,web/app.js:21829
app.written_자_goal_자,${written}자 / ${goal}자,1,web/app.js:21913
app.지금은_수정할_수_없어요,지금은 수정할 수 없어요,1,web/app.js:22044
app.축하합니다_name_를_뚫고_written,축하합니다! ${name}를 뚫고 ${written}자를 써냈습니다!,1,web/app.js:22059
app.먼저_원고를_열어_주세요,먼저 원고를 열어 주세요.,1,web/app.js:22215
app.추천_GLUMP_TOOL_LABELS_too,추천: ${GLUMP_TOOL_LABELS[toolId] || toolId},1,web/app.js:22300
app.예상_못한_사건을_고르는_중이에요,예상 못한 사건을 고르는 중이에요…,1,web/app.js:22370
app.이_세_가지_중에서_골라_보세요,이 세 가지 중에서 골라 보세요.,1,web/app.js:22371
app.사건_index_1,사건 ${index + 1},1,web/app.js:22377
app.대사,대사,1,web/app.js:22385
app.묘사,묘사,1,web/app.js:22385
app.잘_쓴_장면을_모으는_중이에요,잘 쓴 장면을 모으는 중이에요…,1,web/app.js:22391
app.이런_장면이_이미_잘_살아_있어요,이런 장면이 이미 잘 살아 있어요.,1,web/app.js:22394
app.p_class_hint_escapeHtml,"<p class=""hint"">${escapeHtml(glumpErState.vitamins.message || ""아직 모아둔 명장면이 없어요."")}</p>",1,web/app.js:22401
app.order_화,${order}화,1,web/app.js:22406
app.다음에_이을_뼈대를_만드는_중이에요,다음에 이을 뼈대를 만드는 중이에요…,1,web/app.js:22420
app.빈칸만_채우면_한_장면이_이어집니다,빈칸만 채우면 한 장면이 이어집니다.,1,web/app.js:22424
app.이_칸을_채워_주세요,이 칸을 채워 주세요,1,web/app.js:22443
app.label_class_glump_er_fi,"<label class=""glump-er-fill-blank""><span>빈칸 · ${hint}</span><textarea data-glump-blank=""${id}"" rows=""2"">${prev}</textarea></label>",1,web/app.js:22445
app.릴레이를_여는_중이에요,릴레이를 여는 중이에요…,1,web/app.js:22468
app.토리가_한두_문장_잇는_중이에요,토리가 한두 문장 잇는 중이에요…,1,web/app.js:22470
app.한두_문장_쓰고_토리에게_넘기면_이어_받아요,한두 문장 쓰고 토리에게 넘기면 이어 받아요.,1,web/app.js:22476
app.나,나,1,web/app.js:22488
app.벌써_n_자_썼어요,벌써 ${n}자 썼어요!,1,web/app.js:22498
app.문장을_고르는_중이에요,문장을 고르는 중이에요…,1,web/app.js:22513
app.이_중에_하나로_시작해볼까요,이 중에 하나로 시작해볼까요?,1,web/app.js:22515
app.이_문장으로_이어_보거나_다시_뽑아_보세요,"이 문장으로 이어 보거나, 다시 뽑아 보세요.",1,web/app.js:22517
app.추궁할_질문을_만드는_중이에요,추궁할 질문을 만드는 중이에요…,1,web/app.js:22546
app.이건_참고용이에요_원고에_자동으로_넣지는_않,이건 참고용이에요. 원고에 자동으로 넣지는 않아요.,1,web/app.js:22548
app.답이_다_모였어요_전개_힌트를_정리해_보세요,답이 다 모였어요. 전개 힌트를 정리해 보세요.,1,web/app.js:22550
app.hearing_characterName_주,"${hearing?.characterName || ""주인공""}에게 지금 상황에서 물어봐야 할 질문이에요.",1,web/app.js:22552
app.힌트_index_1,힌트 ${index + 1},1,web/app.js:22560
app.button_type_button_clas_7,"<button type=""button"" class=""primary compact-btn glump-er-interrogation-ask"" data-glump-interrogate=""${index}"">이 질문으로 추궁하기</button>",1,web/app.js:22570
app.String_diversion_charac,「${String(diversion.character_name)}」의 서사를 타로로 살짝 비틀어 봤어요. 점괘는 아니에요.,1,web/app.js:22595
app.String_diversion_charac_2,「${String(diversion.character_name)}」한테 어울리는 색이에요.,1,web/app.js:22597
app.먼저_뼈대를_받아_주세요,먼저 뼈대를 받아 주세요.,1,web/app.js:23003
app.모든_빈칸을_채워주세요,모든 빈칸을 채워주세요,1,web/app.js:23011
app.한_문장을_먼저_써_주세요,한 문장을 먼저 써 주세요.,1,web/app.js:23088
app.넣을_문장이_없어요,넣을 문장이 없어요.,1,web/app.js:23207
app.복사할_이름이_없어요,복사할 이름이 없어요.,1,web/app.js:23342
app.주인공_escapeHtml_current_기,주인공 「${escapeHtml(current)}」 기준으로 뽑았어요,1,web/app.js:23368
app.escapeHtml_current_기준으로,「${escapeHtml(current)}」 기준으로 뽑았어요,1,web/app.js:23369
app.주인공_기준으로_뽑았어요,주인공 기준으로 뽑았어요,1,web/app.js:23370
app.name_주인공,${name} (주인공),1,web/app.js:23375
app.label_class_glump_er_co,"<label class=""glump-er-color-pick"">다른 캐릭터: <select id=""glumpErColorCharacter"" aria-label=""다른 캐릭터"">${options}</select></label>",1,web/app.js:23380
app.색,색,1,web/app.js:23393
app.가상_플레이리스트,가상 플레이리스트,1,web/app.js:23403
app.곡_index_1,곡 ${index + 1},1,web/app.js:23406
app.무드보드_사진,무드보드 사진,1,web/app.js:23418
app.카드_index_1,카드 ${index + 1},1,web/app.js:23438
app.div_button_type_button,": """"}</div><button type=""button"" class=""secondary compact-btn"" data-glump-name-copy=""${escapeHtml(name)}"">복사</button></article>",1,web/app.js:23452
app.조금이라도_괜찮아요_오늘_목표는_300자면,조금이라도 괜찮아요. 오늘 목표는 300자면 충분해요.,1,web/app.js:23597
app.수집할_내용이_없어요_토리에게_물어보거나_요,수집할 내용이 없어요. 토리에게 물어보거나 요청을 적어 주세요.,1,web/app.js:23824
app.토리_aiModeLabel_mode,토리 · ${aiModeLabel(mode)},1,web/app.js:23833
app.요청_aiModeLabel_mode,요청 · ${aiModeLabel(mode)},1,web/app.js:23833
app.수집_메모,수집 메모,1,web/app.js:23834
app.토리_수집창고에_넣었어요,토리 수집창고에 넣었어요.,1,web/app.js:23847
app.p_class_hint_tory_vault,"<p class=""hint tory-vault-empty"">아직 수집한 내용이 없어요.<br>토리 결과 아래 <strong>수집</strong>으로 아이디어를 담아 보세요.</p>",1,web/app.js:23856
app.span_씬_scene_span,<span>씬: ${scene}</span>,1,web/app.js:23871
app.수집창고_메모,수집창고 메모,1,web/app.js:23887
app.수집창고에_넣을_메모를_적어_주세요,수집창고에 넣을 메모를 적어 주세요.,1,web/app.js:23888
app.짧은_메모,짧은 메모,1,web/app.js:23891
app.넣기,넣기,1,web/app.js:23893
app.내용이_비어_있어요,내용이 비어 있어요.,1,web/app.js:23897
app.직접_메모,직접 메모,1,web/app.js:23898
app.비울_수집이_없어요,비울 수집이 없어요.,1,web/app.js:23906
app.토리_수집창고를_모두_비울까요,토리 수집창고를 모두 비울까요?,1,web/app.js:23907
app.수집창고를_비웠어요,수집창고를 비웠어요.,1,web/app.js:23911
app.이_수집을_삭제할까요,이 수집을 삭제할까요?,1,web/app.js:23938
app.삭제했어요,삭제했어요.,1,web/app.js:23942
app.이_브라우저는_파일_저장_IndexedDB,이 브라우저는 파일 저장(IndexedDB)을 지원하지 않아요.,1,web/app.js:24006
app.파일_저장소를_열지_못했어요,파일 저장소를 열지 못했어요.,1,web/app.js:24017
app.파일_저장에_실패했어요,파일 저장에 실패했어요.,1,web/app.js:24031
app.이_브라우저는_DOCX_압축_해제를_지원하지,이 브라우저는 DOCX 압축 해제를 지원하지 않아요.,1,web/app.js:24075
app.DOCX_본문_document_xml_을_찾,DOCX 본문(document.xml)을 찾지 못했어요.,1,web/app.js:24147
app.지원하지_않는_DOCX_압축_방식입니다_en,지원하지 않는 DOCX 압축 방식입니다 (${entry.method}).,1,web/app.js:24154
app.DOCX에서_글자를_꺼내지_못했어요,DOCX에서 글자를 꺼내지 못했어요.,1,web/app.js:24158
app.문서,문서,1,web/app.js:24179
app.DOCX_한글_추출_API를_찾을_수_없습니,DOCX/한글 추출 API를 찾을 수 없습니다. SuperTORY 서버 창을 종료한 뒤 start_supertory.bat 으로 다시 실행해 주세요. (브라우저만 새로고침하면 예전 서버가 남을 수 있어요.),1,web/app.js:24207
app.참고자료_이름,참고자료 이름,1,web/app.js:24260
app.씬_제목,씬 제목,1,web/app.js:24262
app.p_class_hint_source_emp,"<p class=""hint source-empty"">아직 자료가 없어요.<br>+ 자료로 링크 또는 파일을 추가해 보세요.</p>",1,web/app.js:24297
app.button_type_button_clas_8,"<button type=""button"" class=""primary"" data-source-open=""${escapeHtml(src.id)}"" title=""${isFile ? ""옆에 펼쳐 보기 · 단독 열람"" : ""링크 미리보기 · 단독 열람""}"">${isFile ? ""열기"" : ""링크 열기""}</button>",1,web/app.js:24315
app.Word로_내보내기,Word로 내보내기,1,web/app.js:24318
app.한글로_내보내기,한글로 내보내기,1,web/app.js:24319
app.저장된_파일_options_fileName,저장된 파일: ${options.fileName}${options.fileSize ?,1,web/app.js:24349
app.새_파일을_고르면_교체됩니다,": """"} · 새 파일을 고르면 교체됩니다",1,web/app.js:24349
app.참고자료_출처_수정,참고자료·출처 수정,1,web/app.js:24356
app.자료_제목을_적어_주세요,자료 제목을 적어 주세요.,1,web/app.js:24372
app.파일_처리_중,파일 처리 중…,1,web/app.js:24381
app.수정할_자료를_찾지_못했어요,수정할 자료를 찾지 못했어요.,1,web/app.js:24447
app.참고자료_파일을_업데이트했어요,참고자료 파일을 업데이트했어요.,1,web/app.js:24459
app.참고자료_출처를_수정했어요,참고자료·출처를 수정했어요.,1,web/app.js:24459
app.파일을_참고자료에_넣었어요_펼쳐_보기_로_작,파일을 참고자료에 넣었어요. 「펼쳐 보기」로 작성 옆에 열어 보세요.,1,web/app.js:24483
app.참고자료_출처를_추가했어요,참고자료·출처를 추가했어요.,1,web/app.js:24484
app.참고자료_본문_편집_중,참고자료 본문 (편집 중),1,web/app.js:24515
app.참고자료_본문_읽기_전용,참고자료 본문 (읽기 전용),1,web/app.js:24515
app.링크는_미리보기_전용이에요_새_탭에서_열어,링크는 미리보기 전용이에요. 새 탭에서 열어 보세요.,1,web/app.js:24530
app.PDF는_SuperTORY에서_글자_편집이,PDF는 SuperTORY에서 글자 편집이 불가합니다,1,web/app.js:24531
app.편집_중_누르면_읽기_전용으로_돌아갑니다,편집 중 — 누르면 읽기 전용으로 돌아갑니다,1,web/app.js:24533
app.참고자료_저장됨,참고자료 저장됨,1,web/app.js:24565
app.참고자료_편집_중_저장됨,참고자료 · 편집 중 · 저장됨,1,web/app.js:24566
app.참고자료_저장됨_2,참고자료 · 저장됨,1,web/app.js:24566
app.참고자료_저장_대기_중,참고자료 · 저장 대기 중…,1,web/app.js:24573
app.텍스트로_불러온_자료만_SuperTORY에서,텍스트로 불러온 자료만 SuperTORY에서 편집할 수 있어요.,1,web/app.js:24582
app.참고자료_읽기_전용,참고자료 · 읽기 전용,1,web/app.js:24591
app.참고자료_편집_모드예요_수정_후_내보내기로,참고자료 편집 모드예요. 수정 후 내보내기로 Word·한글 파일로 받을 수 있어요.,1,web/app.js:24595
app.참고자료_읽기_전용으로_전환했어요,참고자료 읽기 전용으로 전환했어요.,1,web/app.js:24596
app.내보내기_서버에_연결하지_못했어요_Super,내보내기 서버에 연결하지 못했어요. SuperTORY를 다시 실행해 주세요.,1,web/app.js:24635
app.내보내기_API를_찾을_수_없습니다_Supe,내보내기 API를 찾을 수 없습니다. SuperTORY 서버를 종료한 뒤 다시 실행해 주세요.,1,web/app.js:24644
app.filename_내려받기를_시작했어요,${filename} 내려받기를 시작했어요.,1,web/app.js:24665
app.내보낼_참고자료가_열려_있지_않아요,내보낼 참고자료가 열려 있지 않아요.,1,web/app.js:24670
app.텍스트로_불러온_자료만_Word_한글로_내보,텍스트로 불러온 자료만 Word·한글로 내보낼 수 있어요.,1,web/app.js:24673
app.내보낼_내용이_비어_있어요,내보낼 내용이 비어 있어요.,1,web/app.js:24681
app.자료를_찾지_못했어요,자료를 찾지 못했어요.,1,web/app.js:24688
app.이_기기에_파일_본문이_없어요,이 기기에 파일 본문이 없어요.,1,web/app.js:24700
app.PDF는_SuperTORY_텍스트_내보내기,PDF는 SuperTORY 텍스트 내보내기 대상이 아니에요. 원본 PDF를 보관해 주세요.,1,web/app.js:24702
app.내보낼_글자가_없어요,내보낼 글자가 없어요.,1,web/app.js:24705
app.참고자료를_찾지_못했어요,참고자료를 찾지 못했어요.,1,web/app.js:24718
app.열_수_있는_파일이나_링크가_없어요,열 수 있는 파일이나 링크가 없어요.,1,web/app.js:24721
app.참고자료를_단독_창으로_열었어요,참고자료를 단독 창으로 열었어요.,1,web/app.js:24753
app.링크를_단독_창으로_열었어요,링크를 단독 창으로 열었어요.,1,web/app.js:24753
app.참고자료를_팝업으로_열었어요,참고자료를 팝업으로 열었어요.,1,web/app.js:24755
app.참고자료를_옆에_펼쳤어요,참고자료를 옆에 펼쳤어요.,1,web/app.js:24756
app.scene_chapterTitle_폴더_s,"${scene.chapterTitle || ""폴더""} · ${scene.title || ""회차""}",1,web/app.js:24768
app.option_value_함께볼_항목_없음,"<option value="""">(함께볼 항목 없음)</option>",1,web/app.js:24784
app.참고자료를_찾지_못해_보기를_닫았어요,참고자료를 찾지 못해 보기를 닫았어요.,1,web/app.js:24837
app.미리보기가_안_보이면_a_href_escap,"미리보기가 안 보이면 <a href=""${escapeHtml(url)}"" target=""_blank"" rel=""noopener noreferrer"">새 탭에서 열기</a>",1,web/app.js:24896
app.저장된_파일을_읽지_못했어요_자료를_다시_업,저장된 파일을 읽지 못했어요. 자료를 다시 업로드해 주세요.,1,web/app.js:24914
app.파일_본문이_없어_링크로_열어요_a_href,"파일 본문이 없어 링크로 열어요. <a href=""${escapeHtml(url)}"" target=""_blank"" rel=""noopener noreferrer"">새 탭에서 열기</a>",1,web/app.js:24929
app.이_기기에_파일_본문이_없어요_수정에서_파일,이 기기에 파일 본문이 없어요. 수정에서 파일을 다시 올려 주세요.,1,web/app.js:24937
app.참고자료_PDF_뷰어_편집_불가,참고자료 · PDF 뷰어 (편집 불가),1,web/app.js:24952
app.이_파일에서_표시할_글자를_찾지_못했어요,이 파일에서 표시할 글자를 찾지 못했어요.,1,web/app.js:24960
app.참고자료_읽기_전용_편집_내보내기_가능,참고자료 · 읽기 전용 · 편집·내보내기 가능,1,web/app.js:24971
app.텍스트로_불러온_자료만_형식을_골라_내보낼,텍스트로 불러온 자료만 형식을 골라 내보낼 수 있어요.,1,web/app.js:24993
app.선택_file_name_formatSourc,선택: ${file.name} (${formatSourceFileSize(file.size)}),1,web/app.js:25029
app.item_title_이_자료_을_를_삭제할,"「${item.title || ""이 자료""}」을(를) 삭제할까요?",1,web/app.js:25070
app.참고자료_출처를_삭제했어요,참고자료·출처를 삭제했어요.,1,web/app.js:25078
app.localStorage_떡밥_마이그레이션_실,localStorage 떡밥 마이그레이션 실패 — 서버 목록만 불러옵니다.,1,web/app.js:25212
app.떡밥_id가_없어요,떡밥 id가 없어요.,1,web/app.js:25254
app.option_value_미정_option,"<option value="""">(미정)</option>",1,web/app.js:25361
app.본문_작성_전_strong_아이디어_떡밥_s,본문 작성 전 <strong>아이디어 떡밥</strong>을 적어 둡니다. 던지기·회수 내용과 예상 회차를 저장하세요.,1,web/app.js:25389
app.본문에서_잡은_문장이_설정집_strong_떡,본문에서 잡은 문장이 설정집 <strong>떡밥모음</strong>에 들어갑니다. 회수 예정 회차와 알림을 설정하세요.,1,web/app.js:25390
app.설정집_폴더_순서를_바꿨어요,설정집 폴더 순서를 바꿨어요.,1,web/app.js:25585
app.p_class_hint_bait_empty,"<p class=""hint bait-empty"">아직 떡밥이 없어요.</p>",1,web/app.js:25620
app.씬_bait_plantSceneId,씬 #${bait.plantSceneId},1,web/app.js:25629
app.심은_회차_미정,(심은 회차 미정),1,web/app.js:25630
app.회수_예정_미정,(회수 예정 미정),1,web/app.js:25633
app.아이디어,아이디어,1,web/app.js:25635
app.본문_심기,본문 심기,1,web/app.js:25635
app.알림_켜짐,· 알림 켜짐,1,web/app.js:25638
app.div_strong_간략_strong_su,<div><strong>간략</strong> ${summary}</div>,1,web/app.js:25641
app.div_strong_회수_내용_strong,<div><strong>회수 내용</strong> ${recoverContent}</div>,1,web/app.js:25642
app.아이디어_떡밥_수정,아이디어 떡밥 수정,1,web/app.js:25677
app.떡밥_수정,떡밥 수정,1,web/app.js:25677
app.아이디어_떡밥,아이디어 떡밥,1,web/app.js:25680
app.떡밥_던지기_내용을_적어_주세요,떡밥 던지기 내용을 적어 주세요.,1,web/app.js:25716
app.떡밥_문장을_적어_주세요,떡밥 문장을 적어 주세요.,1,web/app.js:25721
app.수정할_떡밥을_찾지_못했어요,수정할 떡밥을 찾지 못했어요.,1,web/app.js:25736
app.떡밥을_수정했어요,떡밥을 수정했어요.,1,web/app.js:25754
app.아이디어_떡밥을_저장했어요,아이디어 떡밥을 저장했어요.,1,web/app.js:25778
app.떡밥모음에_넣었어요,떡밥모음에 넣었어요.,1,web/app.js:25778
app.사전_창을_열_수_없어요_팝업이_막혔는지_확,사전 창을 열 수 없어요. 팝업이 막혔는지 확인해 주세요.,1,web/app.js:25835
app.사전에서_query_length_18,사전에서 「${query.length > 18 ?,1,web/app.js:25838
app.query_검색,: query}」 검색,1,web/app.js:25838
app.떡밥을_심을_회차를_먼저_열어_주세요,떡밥을 심을 회차를 먼저 열어 주세요.,1,web/app.js:25843
app.본문에서_문장을_드래그로_선택한_뒤_다시_시,본문에서 문장을 드래그로 선택한 뒤 다시 시도해 주세요.,1,web/app.js:25846
app.이번_회차에서_확인할_토리_알림이_있어요,이번 회차에서 확인할 토리 알림이 있어요!,1,web/app.js:25882
app.이번_회차에_설정해_둔_알림이_있어요,이번 회차에 설정해 둔 알림이 있어요!,1,web/app.js:25884
app.알림_목록_보기,알림 목록 보기,1,web/app.js:25898
app.하루_뒤에_다시_알려_드릴게요,하루 뒤에 다시 알려 드릴게요.,1,web/app.js:26002
app.이_회차를_나갔다가_다시_열면_알려_드릴게요,이 회차를 나갔다가 다시 열면 알려 드릴게요.,1,web/app.js:26003
app.이_떡밥을_삭제할까요,이 떡밥을 삭제할까요?,1,web/app.js:26063
app.떡밥을_삭제했어요,떡밥을 삭제했어요.,1,web/app.js:26068
app.상단_고정을_해제했어요,상단 고정을 해제했어요.,1,web/app.js:26319
app.titleAttr_상단_고정_우클릭_고정,${titleAttr} · 상단 고정 · 우클릭: 고정 해제,1,web/app.js:26348
app.북마크는_최대_BOOKMARK_MAX_개까지,"북마크는 최대 ${BOOKMARK_MAX}개까지, 색마다 하나씩 쓸 수 있어요.",1,web/app.js:26382
app.남은_북마크_색이_없어요,남은 북마크 색이 없어요.,1,web/app.js:26387
app.color_label_북마크로_고정했어요,${color.label} 북마크로 고정했어요.,1,web/app.js:26405
app.북마크_count_개_클릭_목록_열기_닫기,북마크 ${count}개 · 클릭: 목록 열기/닫기 · 각 항목에 이유 적기,1,web/app.js:26437
app.북마크_목록_회차_설정집에서_우클릭으로_추가,북마크 목록 · 회차·설정집에서 우클릭으로 추가,1,web/app.js:26438
app.북마크한_항목이_없어요_회차_설정집에서_우클,북마크한 항목이 없어요. 회차·설정집에서 우클릭으로 추가해 보세요.,1,web/app.js:26505
app.p_class_bookmark_list_e,"<p class=""bookmark-list-empty"">북마크한 항목이 없어요.</p>",1,web/app.js:26538
app.title_kind_color_label,${title} (${kind} · ${color.label}) — 클릭: 열기 · 우클릭: 메뉴,1,web/app.js:26571
app.title_북마크_열기,${title} 북마크 열기,1,web/app.js:26572
app.title_kind_클릭_열기_우클릭_메뉴,${title} (${kind}) — 클릭: 열기 · 우클릭: 메뉴,1,web/app.js:26578
app.title_북마크_해제,${title} 북마크 해제,1,web/app.js:26585
app.북마크_이유_예_복선_확인_수정_필요,"북마크 이유 (예: 복선 확인, 수정 필요)",1,web/app.js:26594
app.이_북마크를_단_이유,이 북마크를 단 이유,1,web/app.js:26595
app.data_header_idea_idea_id,"data-header-idea=""${idea.id}"" title=""${label} · 목차 하단 고정"" role=""listitem"">",1,web/app.js:26666
app.북마크_meta_label,"북마크 · ${meta.label || """"}",1,web/app.js:26745
app.북마크를_찾을_수_없어요,북마크를 찾을 수 없어요.,1,web/app.js:26780
app.설정_항목을_열_수_없어요,설정 항목을 열 수 없어요.,1,web/app.js:26788
app.박스_해제,박스 해제,1,web/app.js:26908
app.테두리_상자_스타일을_꺼요,테두리 상자 스타일을 꺼요,1,web/app.js:26911
app.테두리_상자_스타일을_켜요,테두리 상자 스타일을 켜요,1,web/app.js:26912
app.고정_해제,고정 해제,1,web/app.js:26919
app.형제_목록_맨_위_고정을_풀어요,형제 목록 맨 위 고정을 풀어요,1,web/app.js:26922
app.목록_북마크_표시를_꺼요,목록 북마크 표시를 꺼요,1,web/app.js:26933
app.span_class_folder_bookm,"<span class=""folder-bookmark-mark"" title=""북마크됨"" aria-hidden=""true""></span>",1,web/app.js:26942
app.폴더를_찾지_못했어요_폴더_트리_id_필요,폴더를 찾지 못했어요. (폴더 트리 id 필요),1,web/app.js:26948
app.다시_실행할_작업이_없어요,다시 실행할 작업이 없어요,1,web/app.js:27069
app.되돌릴_작업이_없어요,되돌릴 작업이 없어요,1,web/app.js:27069
app.서버를_재시작해_주세요_폴더_되돌리기_API,서버를 재시작해 주세요. (폴더 되돌리기 API가 없어요),1,web/app.js:27088
app.되돌렸어요_label,되돌렸어요: ${label},1,web/app.js:27110
app.다시_실행_label,다시 실행: ${label},1,web/app.js:27134
app.상단_고정_해제,상단 고정 해제,1,web/app.js:27317
app.고정_목록에서_빼고_원래_위치로_둬요,고정 목록에서 빼고 원래 위치로 둬요,1,web/app.js:27320
app.회차를_찾지_못했어요,회차를 찾지 못했어요.,1,web/app.js:27334
app.회차_이름_수정,회차 이름 수정,1,web/app.js:27351
app.회차_이름을_바꿨어요,회차 이름을 바꿨어요.,1,web/app.js:27374
app.label_폴더와_안의_회차_sceneCo,「${label}」 폴더와 안의 회차 ${sceneCount}개를 휴지통에 버리시겠습니까?  안의 원고도 함께 버려집니다. 나중에 관리자 모드 → 휴지통에서 회차를 되살리면 폴더도 함께 돌아옵니다.,1,web/app.js:27413
app.label_폴더를_휴지통에_버리시겠습니까,「${label}」 폴더를 휴지통에 버리시겠습니까?,1,web/app.js:27414
app.폴더_버리기_전_저장,폴더 버리기 전 저장,1,web/app.js:27423
app.폴더_버리기_API를_찾을_수_없습니다_Su,폴더 버리기 API를 찾을 수 없습니다. SuperTORY 서버 창을 종료한 뒤 start_supertory.bat 으로 다시 실행해 주세요.,1,web/app.js:27438
app.label_폴더와_회차_n_개를_휴지통으로,「${label}」 폴더와 회차 ${n}개를 휴지통으로 옮겼어요.,1,web/app.js:27475
app.복제_전_저장,복제 전 저장,1,web/app.js:27510
app.result_title_복제본_을_만들었어,"「${result.title || ""복제본""}」을 만들었어요.",1,web/app.js:27522
app.원고를_복제했어요,원고를 복제했어요.,1,web/app.js:27524
app.label_을_를_휴지통에_버리시겠습니까,「${label}」을(를) 휴지통에 버리시겠습니까?  나중에 관리자 모드 → 휴지통에서 복원할 수 있습니다.,1,web/app.js:27533
app.버리기_전_저장,버리기 전 저장,1,web/app.js:27539
app.label_을_를_휴지통으로_옮겼어요,「${label}」을(를) 휴지통으로 옮겼어요.,1,web/app.js:27568
app.p_class_hint_trash_empt,"<p class=""hint trash-empty"">작품을 선택하면 휴지통을 볼 수 있어요.</p>",1,web/app.js:27596
app.p_class_hint_trash_empt_2,"<p class=""hint trash-empty"">불러오는 중…</p>",1,web/app.js:27599
