key,korean_text,occurrence_count,locations
index.토리_알림_센터,토리 알림 센터,2,web/index.html:2796 | web/index.html:2796
index.토리_알림,토리 알림,2,web/index.html:2809 | web/index.html:5854
index.알림_필터,알림 필터,2,web/index.html:2819 | web/index.html:2819
index.알림_목록,알림 목록,2,web/index.html:2826 | web/index.html:2826
index.이전_대화_목록,이전 대화 목록,2,web/index.html:2850 | web/index.html:2850
index.대화_내용,대화 내용,2,web/index.html:2851 | web/index.html:2851
index.이_기록_삭제,이 기록 삭제,2,web/index.html:2858 | web/index.html:3859
index.첨부할_회차_선택,첨부할 회차 선택,2,web/index.html:2876 | web/index.html:2876
index.회차_고르기,회차 고르기,2,web/index.html:2878 | web/index.html:3994
index.가상_독자_전체_목록,가상 독자 전체 목록,2,web/index.html:2897 | web/index.html:2897
index.내_캐릭터_전체_목록,내 캐릭터 전체 목록,2,web/index.html:2913 | web/index.html:2913
index.접기,접기,2,web/index.html:2982 | web/index.html:2982
index.작가_지침_접기,작가 지침 접기,2,web/index.html:2982 | web/index.html:2982
index.기록_메뉴,기록 메뉴,2,web/index.html:3012 | web/index.html:3012
index.이전_달,이전 달,2,web/index.html:3023 | web/index.html:3023
index.다음_달,다음 달,2,web/index.html:3025 | web/index.html:3025
index.글쓰기_달력,글쓰기 달력,2,web/index.html:3030 | web/index.html:3030
index.기록_지우기,기록 지우기,2,web/index.html:3032 | web/index.html:3032
index.모든_날짜의_글자수_집필_시간을_지웁니다,모든 날짜의 글자수·집필 시간을 지웁니다,2,web/index.html:3037 | web/index.html:3037
index.날짜를_골라_지웁니다,날짜를 골라 지웁니다,2,web/index.html:3043 | web/index.html:3043
index.현재_집계_요약,현재 집계 요약,2,web/index.html:3077 | web/index.html:3077
index.폰에서_보낸_글,폰에서 보낸 글,2,web/index.html:3154 | web/index.html:3154
index.AI_결과_본문,AI 결과 본문,2,web/index.html:3185 | web/index.html:3185
index.요청_내용_크게_보기,요청 내용 크게 보기,2,web/index.html:3255 | web/index.html:3255
index.요청_내용_비우기,요청 내용 비우기,2,web/index.html:3259 | web/index.html:3259
index.요청을_반영하고_토리에게_물어봅니다,요청을 반영하고 토리에게 물어봅니다,2,web/index.html:3261 | web/index.html:3261
index.복선_반전_검수,복선·반전 검수,2,web/index.html:3275 | web/index.html:3275
index.등록된_복선_선택,등록된 복선 선택,2,web/index.html:3280 | web/index.html:3280
index.2장_수상한_태도_10_6장_밤중에_외출,2장: 수상한 태도&#10;6장: 밤중에 외출,2,web/index.html:3293 | web/index.html:3293
index.이어서_쓰기_옵션,이어서 쓰기 옵션,2,web/index.html:3301 | web/index.html:3301
index.이어_쓸_페이지,이어 쓸 페이지,2,web/index.html:3302 | web/index.html:3304
index.이어_쓸_회차_선택,이어 쓸 회차 선택,2,web/index.html:3316 | web/index.html:3316
index.이어_쓸_분량,이어 쓸 분량,2,web/index.html:3322 | web/index.html:3324
index.예_대화_위주로_긴장감을_높여_줘_다음엔_편,예: 대화 위주로 / 긴장감을 높여 줘 / 다음엔 편지가 도착한다,2,web/index.html:3348 | web/index.html:3348
index.예_더_짧게_긴장감_있게_구어체로_비유를_줄,예: 더 짧게 / 긴장감 있게 / 구어체로 / 비유를 줄여 줘 / 대사만 손봐 줘,2,web/index.html:3362 | web/index.html:3362
index.다듬고_싶은_문장_문단을_여기에_직접_입력하,다듬고 싶은 문장·문단을 여기에 직접 입력하거나 붙여 넣으세요.,2,web/index.html:3386 | web/index.html:3386
index.브레인스토밍_옵션,브레인스토밍 옵션,2,web/index.html:3394 | web/index.html:3394
index.예_왕궁_내부_묘사_마법_체계_설명_시장_골,예: 왕궁 내부 묘사 / 마법 체계 설명 / 시장 골목의 분위기,2,web/index.html:3401 | web/index.html:3401
index.흥행_공식_분석_단계,흥행 공식 분석 단계,2,web/index.html:3431 | web/index.html:3431
index.분석할_완결작_제목,분석할 완결작 제목,2,web/index.html:3459 | web/index.html:3459
index.규모_기준,규모 기준,2,web/index.html:3465 | web/index.html:3465
index.예_600,예: 600,2,web/index.html:3472 | web/index.html:3472
index.예_20,예: 20,2,web/index.html:3482 | web/index.html:3482
index.예_10,예: 10,2,web/index.html:3485 | web/index.html:3485
index.구간_선택,구간 선택,2,web/index.html:3495 | web/index.html:3495
index.글럼프_도구,글럼프 도구,2,web/index.html:3554 | web/index.html:3554
index.지금_막힌_지점,지금 막힌 지점,2,web/index.html:3592 | web/index.html:3592
index.막힌_이유,막힌 이유,2,web/index.html:3605 | web/index.html:3605
index.휴식_선택,휴식 선택,2,web/index.html:3619 | web/index.html:3619
index.오늘은_여기까지,오늘은 여기까지,2,web/index.html:3698 | web/index.html:3707
index.한두_문장만_이어서_써_보세요,한두 문장만 이어서 써 보세요.,2,web/index.html:3702 | web/index.html:3702
index.딴짓_끝내기,딴짓 끝내기,2,web/index.html:3785 | web/index.html:3785
index.뇌_빼고_쓰기_모드,뇌 빼고 쓰기 모드,2,web/index.html:3800 | web/index.html:3800
index.결과_히스토리_목록,결과 히스토리 목록,2,web/index.html:3851 | web/index.html:3851
index.결과_내용,결과 내용,2,web/index.html:3852 | web/index.html:3852
index.보관된_결과_본문,보관된 결과 본문,2,web/index.html:3857 | web/index.html:3857
index.원문과_다듬은_결과_비교,원문과 다듬은 결과 비교,2,web/index.html:3884 | web/index.html:3884
index.대안_표현_목록,대안 표현 목록,2,web/index.html:3891 | web/index.html:3891
index.내보내기_경로,내보내기 경로,2,web/index.html:3946 | web/index.html:3946
index.비우면_다운로드_폴더에_저장됩니다,비우면 다운로드 폴더에 저장됩니다,2,web/index.html:3957 | web/index.html:3957
index.내보내기_저장_폴더_경로,내보내기 저장 폴더 경로,2,web/index.html:3958 | web/index.html:3958
index.폴더_찾아보기,폴더 찾아보기,2,web/index.html:3960 | web/index.html:3960
index.이_경로로_저장,이 경로로 저장,2,web/index.html:3961 | web/index.html:3961
index.다운로드_폴더로,다운로드 폴더로,2,web/index.html:3962 | web/index.html:3962
index.열기,열기,2,web/index.html:3963 | web/index.html:4581
index.탐색기에서_폴더_열기,탐색기에서 폴더 열기,2,web/index.html:3963 | web/index.html:3963
index.내보내기_범위,내보내기 범위,2,web/index.html:3981 | web/index.html:3981
index.전체_원고,전체 원고,2,web/index.html:3984 | web/index.html:5276
index.내보낼_회차_선택,내보낼 회차 선택,2,web/index.html:3992 | web/index.html:3992
index.작품의_장르와_분위기_키워드를_자세히_알려줄,"작품의 장르와 분위기, 키워드를 자세히 알려줄수록 토리가 작가님의 세계관을 더 정확하게 이해해요!",2,web/index.html:4026 | web/index.html:4170
index.꼼꼼하게_채워주실수록_내_원고에_딱_맞는_스,꼼꼼하게 채워주실수록 내 원고에 딱 맞는 스마트한 도움을 드립니다.,2,web/index.html:4027 | web/index.html:4171
index.장르_하위_태그,장르 · 하위 태그,2,web/index.html:4068 | web/index.html:4212
index.교정본_처리_방식,교정본 처리 방식,2,web/index.html:4111 | web/index.html:4111
index.비워_두면_위에서_고른_제목을_씁니다,비워 두면 위에서 고른 제목을 씁니다,2,web/index.html:4259 | web/index.html:4259
index.예,예: ///,2,web/index.html:4308 | web/index.html:4308
index.요약_수치,요약 수치,2,web/index.html:4351 | web/index.html:4351
index.원고_목록_메뉴,원고 목록 메뉴,2,web/index.html:4368 | web/index.html:4368
index.상단_색_북마크에_고정해요,상단 색 북마크에 고정해요,2,web/index.html:4389 | web/index.html:4552
index.Word_한글_등_파일로_내려받아요,Word·한글 등 파일로 내려받아요,2,web/index.html:4402 | web/index.html:4720
index.목차_글자_줄간격,목차 글자·줄간격,2,web/index.html:4411 | web/index.html:4411
index.작게,작게,2,web/index.html:4414 | web/index.html:4414
index.크게,크게,2,web/index.html:4416 | web/index.html:4416
index.크기_선택,크기 선택,2,web/index.html:4418 | web/index.html:4418
index.좁게,좁게,2,web/index.html:4431 | web/index.html:4431
index.넓게,넓게,2,web/index.html:4433 | web/index.html:4433
index.줄간격_선택,줄간격 선택,2,web/index.html:4435 | web/index.html:4435
index.폴더_챕터_메뉴,폴더(챕터) 메뉴,2,web/index.html:4457 | web/index.html:4457
index.이_폴더_이름을_수정해요,이 폴더 이름을 수정해요,2,web/index.html:4465 | web/index.html:4498
index.색상_표시,색상 표시,2,web/index.html:4472 | web/index.html:4505
index.폴더_아이콘_색을_바꿔요,폴더 아이콘 색을 바꿔요,2,web/index.html:4473 | web/index.html:4506
index.테두리_상자_스타일을_켜거나_꺼요,테두리 상자 스타일을 켜거나 꺼요,2,web/index.html:4481 | web/index.html:4514
index.폴더_버리기,폴더 버리기,2,web/index.html:4485 | web/index.html:4518
index.폴더_메뉴,폴더 메뉴,2,web/index.html:4490 | web/index.html:4490
index.폴더_선_색_선택,폴더 선 색 선택,2,web/index.html:4525 | web/index.html:4525
index.없음,없음,2,web/index.html:4526 | web/index.html:4526
index.색_없음,색 없음,2,web/index.html:4526 | web/index.html:4526
index.폴더_색_선택_쨍한_색,폴더 색 선택 (쨍한 색),2,web/index.html:4535 | web/index.html:4535
index.설정집_메뉴,설정집 메뉴,2,web/index.html:4548 | web/index.html:4548
index.북마크_메뉴,북마크 메뉴,2,web/index.html:4578 | web/index.html:4578
index.색_팔레트,색 팔레트,2,web/index.html:4595 | web/index.html:4595
index.직접_색_고르기,직접 색 고르기,2,web/index.html:4608 | web/index.html:4608
index.글머리_기호_선택,글머리 기호 선택,2,web/index.html:4616 | web/index.html:4616
index.번호_목록,번호 목록,2,web/index.html:4620 | web/index.html:4620
index.특수문자_선택,특수문자 선택,2,web/index.html:4631 | web/index.html:4631
index.전체_문서_적용,전체 문서 적용,2,web/index.html:4641 | web/index.html:4641
index.게이지_색,게이지 색,2,web/index.html:4662 | web/index.html:4662
index.원고_페이지_메뉴,원고 페이지 메뉴,2,web/index.html:4686 | web/index.html:4686
index.선택한_글을_오려내어_클립보드에_담아요,선택한 글을 오려내어 클립보드에 담아요,2,web/index.html:4688 | web/index.html:4688
index.선택한_글을_클립보드에_담아요,선택한 글을 클립보드에 담아요,2,web/index.html:4691 | web/index.html:4691
index.클립보드_내용을_원본_서식_그대로_넣어요,클립보드 내용을 원본 서식 그대로 넣어요,2,web/index.html:4695 | web/index.html:4695
index.원본_서식_유지_서식_병합_텍스트만_유지_중,원본 서식 유지 · 서식 병합 · 텍스트만 유지 중에서 골라 붙여요,2,web/index.html:4698 | web/index.html:4698
index.원본_서식_유지_복사한_그대로의_글꼴_크기,원본 서식 유지: 복사한 그대로의 글꼴·크기·색으로 넣어요,2,web/index.html:4703 | web/index.html:4703
index.서식_병합_굵기_기울임_등은_남기고_글꼴_크,"서식 병합: 굵기·기울임 등은 남기고, 글꼴·크기·색은 지금 문서에 맞춰요",2,web/index.html:4704 | web/index.html:4704
index.텍스트만_유지_서식_없이_글자만_넣어요,텍스트만 유지: 서식 없이 글자만 넣어요,2,web/index.html:4705 | web/index.html:4705
index.페이지_색_적용_범위,페이지 색 적용 범위,2,web/index.html:4761 | web/index.html:4761
index.본문_페이지_색,본문 페이지 색,2,web/index.html:4771 | web/index.html:4771
index.직접_고르기,직접 고르기…,2,web/index.html:4799 | web/index.html:4799
index.직접_고르기_2,직접 고르기,2,web/index.html:4799 | web/index.html:4799
index.바탕_색_직접_고르기,바탕 색 직접 고르기,2,web/index.html:4803 | web/index.html:4803
index.페이지_테마_기본_글자색으로,페이지 테마 기본 글자색으로,2,web/index.html:4812 | web/index.html:4812
index.기능_메뉴,기능 메뉴,2,web/index.html:4826 | web/index.html:4826
index.관리자_구역,관리자 구역,2,web/index.html:4847 | web/index.html:4847
index.토리_소개,토리 소개,2,web/index.html:4864 | web/index.html:4864
index.검색어_입력_예_바인더_하위_폴더_토리_교정,"검색어 입력 (예: 바인더, 하위 폴더, 토리, 교정고, 내보내기…)",2,web/index.html:4915 | web/index.html:4915
index.UI_테마,UI 테마,2,web/index.html:4960 | web/index.html:4960
index.모두_다시_표시,모두 다시 표시,2,web/index.html:4970 | web/index.html:4986
index.회차_인덱스_다시_만들기,회차 인덱스 다시 만들기,2,web/index.html:5061 | web/index.html:5108
index.전체보기_창_모드_F11,전체보기 / 창 모드 (F11),2,web/index.html:5223 | web/index.html:5223
index.큰_창_원고,큰 창 원고,2,web/index.html:5239 | web/index.html:5239
index.여기에_원고를_이어서_써_보세요,여기에 원고를 이어서 써 보세요.,2,web/index.html:5240 | web/index.html:5240
index.큰_창_분할_너비_조절,큰 창 분할 너비 조절,2,web/index.html:5248 | web/index.html:5248
index.큰_창_분할,큰 창 분할,2,web/index.html:5254 | web/index.html:5254
index.뷰어_형식,뷰어 형식,2,web/index.html:5268 | web/index.html:5268
index.원고_범위,원고 범위,2,web/index.html:5274 | web/index.html:5274
index.목차_열기_닫기,목차 열기/닫기,2,web/index.html:5286 | web/index.html:5286
index.회차_목차,회차 목차,2,web/index.html:5297 | web/index.html:5297
index.종이_색,종이 색,2,web/index.html:5351 | web/index.html:5351
index.따뜻한_종이,따뜻한 종이,2,web/index.html:5355 | web/index.html:5417
index.핸드폰_바탕색,핸드폰 바탕색,2,web/index.html:5379 | web/index.html:5379
index.핸드폰_넘김_방식,핸드폰 넘김 방식,2,web/index.html:5389 | web/index.html:5389
index.책_넘김_화면_단위,책 넘김 (화면 단위),2,web/index.html:5390 | web/index.html:5424
index.스크롤_다운,스크롤 다운,2,web/index.html:5391 | web/index.html:5425
index.책_넘김_휠_버튼_스와이프_스크롤_아래로_자,책 넘김: 휠·버튼·스와이프 · 스크롤: 아래로 자연 스크롤,2,web/index.html:5394 | web/index.html:5428
index.리더기_스타일,리더기 스타일,2,web/index.html:5415 | web/index.html:5415
index.리더기_넘김_방식,리더기 넘김 방식,2,web/index.html:5423 | web/index.html:5423
index.이전_페이지,이전 페이지 (←),2,web/index.html:5433 | web/index.html:5433
index.이전_페이지_2,이전 페이지,2,web/index.html:5433 | web/index.html:5433
index.다음_페이지,다음 페이지 (→),2,web/index.html:5434 | web/index.html:5434
index.다음_페이지_2,다음 페이지,2,web/index.html:5434 | web/index.html:5434
index.뷰어_원고,뷰어 원고,2,web/index.html:5450 | web/index.html:5450
index.드래그하여_책_크기_조절,드래그하여 책 크기 조절,2,web/index.html:5455 | web/index.html:5455
index.어떤_회차를_확인할까요,어떤 회차를 확인할까요?,2,web/index.html:5469 | web/index.html:5502
index.중복_체크_기준_회차,중복 체크 기준 회차,2,web/index.html:5483 | web/index.html:5483
index.서사_템포_분석_기준_회차,서사 템포 분석 기준 회차,2,web/index.html:5516 | web/index.html:5516
index.회차_진행률에_따른_긴장도_꺾은선_그래프,회차 진행률에 따른 긴장도 꺾은선 그래프,2,web/index.html:5540 | web/index.html:5540
index.엔딩_훅_점수,엔딩 훅 점수,2,web/index.html:5545 | web/index.html:5545
index.엔딩_개작_제안,엔딩 개작 제안,2,web/index.html:5553 | web/index.html:5553
index.다음_아이디어_제안_기준_회차,다음 아이디어 제안 기준 회차,2,web/index.html:5588 | web/index.html:5588
index.브레인스토밍_기준_회차,브레인스토밍 기준 회차,2,web/index.html:5621 | web/index.html:5621
index.비워_두면_자유_확장_예_새로운_조연_인물,비워 두면 자유 확장 · 예: 새로운 조연 인물 / 세계관 확장 / 관계 구도 변화,2,web/index.html:5626 | web/index.html:5626
index.피드백_기준_회차,피드백 기준 회차,2,web/index.html:5667 | web/index.html:5667
index.요약할_회차,요약할 회차,2,web/index.html:5708 | web/index.html:5708
index.설정_붕괴_검사_회차,설정 붕괴 검사 회차,2,web/index.html:5749 | web/index.html:5749
index.예_문체_점검,예: 문체 점검,2,web/index.html:5774 | web/index.html:5774
index.예_현재_원고의_문체_일관성과_어색한_표현을,예: 현재 원고의 문체 일관성과 어색한 표현을 짚어 줘.,2,web/index.html:5777 | web/index.html:5777
index.드래그한_문장이_여기에_들어갑니다,드래그한 문장이 여기에 들어갑니다.,2,web/index.html:5802 | web/index.html:5802
index.예_집사가_밤중에_외출하는_단서,예: 집사가 밤중에 외출하는 단서,2,web/index.html:5805 | web/index.html:5805
index.아직_안_쓴_본문에_심을_떡밥_아이디어를_적,아직 안 쓴 본문에 심을 떡밥 아이디어를 적어 주세요.,2,web/index.html:5812 | web/index.html:5812
index.나중에_어떻게_회수_반전할지_적어_주세요,나중에 어떻게 회수·반전할지 적어 주세요.,2,web/index.html:5815 | web/index.html:5815
index.던지기_예상_회차,던지기 예상 회차,2,web/index.html:5818 | web/index.html:5818
index.예_3장_중반_아직_회차_없음,예: 3장 중반 · 아직 회차 없음,2,web/index.html:5823 | web/index.html:5823
index.회수_예정_회차,회수 예정 회차,2,web/index.html:5828 | web/index.html:5828
index.예_12장_결말_반전_장,예: 12장 결말 / 반전 장,2,web/index.html:5833 | web/index.html:5833
index.24시간_동안_이_회차_떡밥_알림을_쉬어요,24시간 동안 이 회차 떡밥 알림을 쉬어요,2,web/index.html:5877 | web/index.html:5877
index.나갔다가_이_회차를_다시_열_때만_알림,나갔다가 이 회차를 다시 열 때만 알림,2,web/index.html:5878 | web/index.html:5878
index.예_캐릭터_말투_점검,예: 캐릭터 말투 점검,2,web/index.html:5896 | web/index.html:5896
index.예_이번_회차에서_조연_말투를_다시_맞춰_보,예: 이번 회차에서 조연 말투를 다시 맞춰 보세요.,2,web/index.html:5899 | web/index.html:5899
index.알림_받을_회차,알림 받을 회차,2,web/index.html:5902 | web/index.html:5902
index.예_중반_클라이맥스_직전,예: 중반 클라이맥스 직전,2,web/index.html:5907 | web/index.html:5907
index.회차_열_때_팝업,회차 열 때 팝업,2,web/index.html:5909 | web/index.html:5909
index.예_한국_민속사전_설정_메모_PDF,예: 『한국 민속사전』 / 설정 메모 PDF,2,web/index.html:5933 | web/index.html:5933
index.어디에_쓸지_핵심_내용_인용_구절_등,"어디에 쓸지, 핵심 내용, 인용 구절 등",2,web/index.html:5948 | web/index.html:5948
index.번호_형식,번호 형식,2,web/index.html:5971 | web/index.html:5971
main.새로운_업데이트가_있습니다_업데이트하시겠습니,새로운 업데이트가 있습니다. 업데이트하시겠습니까?,2,electron/main.js:467 | electron/main.js:478
main.SuperTory_업데이트,SuperTory 업데이트,2,electron/main.js:477 | electron/main.js:521
main.업데이트_다운로드에_실패했습니다,업데이트 다운로드에 실패했습니다.,2,electron/main.js:513 | electron/main.js:522
app.서버에_연결할_수_없습니다_작성_중인_글은,서버에 연결할 수 없습니다. 작성 중인 글은 이 기기에 안전하게 보관됩니다.,1,web/app.js:178
app.응답을_해석하지_못했습니다,응답을 해석하지 못했습니다.,1,web/app.js:192
app.저장_중_문제가_생겼습니다_response,저장 중 문제가 생겼습니다. (${response.status}),1,web/app.js:197
app.연결이_끊긴_것_같아요_인터넷_확인_후_다시,연결이 끊긴 것 같아요. 인터넷 확인 후 다시 시도해 주세요.,1,web/app.js:229
app.잠깐_결과를_못_가져왔어요_잠시_후_다시_시,"잠깐, 결과를 못 가져왔어요. 잠시 후 다시 시도해 주세요.",1,web/app.js:231
app.작품을_한눈에_소개하는_글을_본문처럼_넓게,작품을 한눈에 소개하는 글을 본문처럼 넓게 편집합니다.,1,web/app.js:526
app.왜_이_작품을_쓰는지_전하고_싶은_메시지를,"왜 이 작품을 쓰는지, 전하고 싶은 메시지를 본문처럼 넓게 편집합니다.",1,web/app.js:535
app.작품_전체_줄거리_시놉시스를_여기에_본문처럼,작품 전체 줄거리·시놉시스를 여기에 본문처럼 적어 보세요.,1,web/app.js:545
app.한두_문장으로_작품의_핵심_매력을_정리합니다,한두 문장으로 작품의 핵심 매력을 정리합니다.,1,web/app.js:553
app.무대_특이점_극단_요소_사회_세력_다섯_축으,무대·특이점·극단 요소·사회·세력 다섯 축으로 세계 설정을 정리합니다.,1,web/app.js:562
app.무대와_시대_세계의_특이점_극단적_요소_사회,"무대와 시대, 세계의 특이점, 극단적 요소, 사회 체계, 세력과 갈등을 적어 보세요.",1,web/app.js:563
app.1_무대_및_시대_Where_When,1. 무대 및 시대 (Where & When),1,web/app.js:575
app.현실_가상_구분,현실 / 가상 구분,1,web/app.js:578
app.현실에_가상이_섞인_형태_현대_도시_숨겨진,현실에 가상이 섞인 형태 (현대 도시 + 숨겨진 이능 사회),1,web/app.js:578
app.시대_배경,시대 배경,1,web/app.js:579
app.현대,현대,1,web/app.js:579
app.주요_배경,주요 배경,1,web/app.js:580
app.해안_도시_하버라인과_그_지하_구역,해안 도시 하버라인과 그 지하 구역,1,web/app.js:580
app.2_세계의_특이점_Unique_Concept,2. 세계의 특이점 (Unique Concept),1,web/app.js:585
app.특수_요소,특수 요소,1,web/app.js:588
app.감정을_연료로_쓰는_이능,감정을 연료로 쓰는 이능,1,web/app.js:588
app.작동_규칙,작동 규칙,1,web/app.js:589
app.강한_감정일수록_이능이_커지지만_감정_소모,"강한 감정일수록 이능이 커지지만, 감정 소모 후 하루간 무력해진다",1,web/app.js:589
app.한계와_대가,한계와 대가,1,web/app.js:590
app.과다_사용_시_기억_일부_소실,과다 사용 시 기억 일부 소실,1,web/app.js:590
app.3_영향을_주는_극단적_요소_Extreme,3. 영향을 주는 극단적 요소 (Extreme Factor),1,web/app.js:595
app.이_세계의_평범한_일상을_위협하거나_전체_시,이 세계의 평범한 일상을 위협하거나 전체 시스템을 흔드는 가장 거대한 변수입니다.,1,web/app.js:596
app.극단적_사건_환경,극단적 사건 / 환경,1,web/app.js:598
app.10년째_이어지는_검은_비_재앙,10년째 이어지는 ‘검은 비’ 재앙,1,web/app.js:598
app.세상에_미친_영향,세상에 미친 영향,1,web/app.js:599
app.야외_활동이_금지되고_빗물을_막는_기업이_도,"야외 활동이 금지되고, 빗물을 막는 기업이 도시를 지배한다",1,web/app.js:599
app.4_기본_체계_및_사회_System_Life,4. 기본 체계 및 사회 (System & Life),1,web/app.js:604
app.지배_구조,지배 구조,1,web/app.js:607
app.방재_기업_연합이_통치,방재 기업 연합이 통치,1,web/app.js:607
app.기본_생활,기본 생활,1,web/app.js:608
app.크레딧_화폐_장거리_이동_허가제_안전_이_최,크레딧 화폐 · 장거리 이동 허가제 · ‘안전’이 최고 가치,1,web/app.js:608
app.계급_신분,계급 / 신분,1,web/app.js:609
app.이능_보유자_우대_노노출_구역_거주자_차별,"이능 보유자 우대, 노노출 구역 거주자 차별",1,web/app.js:609
app.5_세력_및_갈등_Factions,5. 세력 및 갈등 (Factions),1,web/app.js:614
app.주요_세력,주요 세력,1,web/app.js:617
app.방재_기업_연합_vs_지하_저항_조직_서킷,방재 기업 연합 vs 지하 저항 조직 ‘서킷’,1,web/app.js:617
app.갈등의_원인,갈등의 원인,1,web/app.js:618
app.재앙_대응_독점을_둘러싼_이권_다툼,재앙 대응 독점을 둘러싼 이권 다툼,1,web/app.js:618
app.span_class_world_sheet,"<span class=""world-sheet-field-head"">${escapeWorldHtml(label)}<button type=""button"" class=""character-analysis-badge world-analysis-badge hidden"" data-world-tori-field=""${escapeWorldHtml(fieldId)}"" title=""적어 둔 내용은 그대로 두고, 토리 분석만 보여 줍니다"">새 분석 있음</button></span>",1,web/app.js:651
app.예_escapeWorldHtml_field,예: ${escapeWorldHtml(field.example ||,1,web/app.js:664
app.기타_기존_메모,## 기타 · 기존 메모,1,web/app.js:727
app.예_field_example,예: ${field.example},1,web/app.js:817
app.작품_전체_표시_중_클릭하면_현재_원고,작품 전체 표시 중 · 클릭하면 현재 원고,1,web/app.js:1039
app.현재_원고_표시_중_클릭하면_작품_전체,현재 원고 표시 중 · 클릭하면 작품 전체,1,web/app.js:1040
app.formatStatNumber_bucket,${formatStatNumber(bucket)}${goalExcessUnitWord(metric)} 초과,1,web/app.js:1076
app.목표_초과_formatStatNumber_e,목표 초과 ${formatStatNumber(excess)}${goalExcessUnitWord(metric)} · 초과 게이지 ${overflowPct}%,1,web/app.js:1118
app.목표_없음,목표 없음,1,web/app.js:1132
app.COUNT_METRIC_LABEL_metr,${COUNT_METRIC_LABEL[metric] || metric} 목표 ${goal} 달성 후 ${excess}${goalExcessUnitWord(metric)} 초과,1,web/app.js:1134
app.COUNT_METRIC_LABEL_metr_2,${COUNT_METRIC_LABEL[metric] || metric} 목표 ${goal} 중 ${value} (${percent}%),1,web/app.js:1135
app.valTxt_formatStatNumber,${valTxt}/${formatStatNumber(goal)} 달성,1,web/app.js:1145
app.목표보다_formatStatNumber_ex,목표보다 ${formatStatNumber(excess)}${goalExcessUnitWord(metric)} 많음,1,web/app.js:1154
app.약_m_분,약 ${m}분,1,web/app.js:1218
app.약_m_1_분,약 ${m + 1}분,1,web/app.js:1219
app.약_m_분_sec_초,약 ${m}분 ${sec}초,1,web/app.js:1220
app.약_Math_round_minutesFloa,약 ${Math.round(minutesFloat)}분,1,web/app.js:1222
app.예상_읽기_시간_단어_formatStatNu,예상 읽기 시간 · 단어 ${formatStatNumber(words)} · 공백제외 ${formatStatNumber(chars)}자 (분당 약 ${READING_WPM}단어 / 한글 약 ${READING_CPM}자),1,web/app.js:1232
app.슬레이트,슬레이트,1,web/app.js:1248
app.남보라,남보라,1,web/app.js:1249
app.햇살,햇살,1,web/app.js:1255
app.노을,노을,1,web/app.js:1256
app.불꽃,불꽃,1,web/app.js:1257
app.바다,바다,1,web/app.js:1258
app.하늘,하늘,1,web/app.js:1259
app.보라빛,보라빛,1,web/app.js:1260
app.숲,숲,1,web/app.js:1261
app.베리,베리,1,web/app.js:1263
app.골드,골드,1,web/app.js:1264
app.기본_모드_테마,기본 & 모드 테마,1,web/app.js:1372
app.언제나_편안하고_정갈한_토리의_기본_집필_모,언제나 편안하고 정갈한 토리의 기본 집필 모드예요.,1,web/app.js:1374
app.정갈하고_눈이_편안한_오프화이트,정갈하고 눈이 편안한 오프화이트,1,web/app.js:1376
app.햇살을_머금은_따스한_샌드_베이지,햇살을 머금은 따스한 샌드 베이지,1,web/app.js:1377
app.심야에도_눈부심_없는_딥_다크_브라운,심야에도 눈부심 없는 딥 다크 브라운,1,web/app.js:1378
app.전자종이처럼_대비가_명확한_모노크롬,전자종이처럼 대비가 명확한 모노크롬,1,web/app.js:1379
app.토리의_공간,토리의 공간,1,web/app.js:1386
app.장소_테마,장소 테마,1,web/app.js:1387
app.나만의_아늑한_작업실에서_그_공간에_직접_들,나만의 아늑한 작업실에서. 그 공간에 직접 들어앉아 글을 쓰는 몰입감을 선사해요.,1,web/app.js:1388
app.눈이_편안해지는_차분한_세이지_그린,눈이 편안해지는 차분한 세이지 그린,1,web/app.js:1390
app.오래된_타자기와_책_냄새가_나는_세피아,오래된 타자기와 책 냄새가 나는 세피아,1,web/app.js:1391
app.이성적인_집필을_돕는_소프트_블루_그레이,이성적인 집필을 돕는 소프트 블루 그레이,1,web/app.js:1392
app.친근하고_아날로그적인_레트로_우드_그린,친근하고 아날로그적인 레트로 우드/그린,1,web/app.js:1393
app.불_꺼진_방_스탠드_조명_아래의_딥_네이비,"불 꺼진 방, 스탠드 조명 아래의 딥 네이비",1,web/app.js:1394
app.감성과_영감,감성과 영감,1,web/app.js:1401
app.분위기_테마,분위기 테마,1,web/app.js:1402
app.창가_너머_계절의_빛깔을_따라_마음에_스친,"창가 너머 계절의 빛깔을 따라, 마음에 스친 영감을 담아내요.",1,web/app.js:1403
app.탁_트인_하늘_아래_머리가_맑아지는_파스텔,탁 트인 하늘 아래 머리가 맑아지는 파스텔 블루,1,web/app.js:1405
app.꽃잎이_피어난_정원에_온_듯_포근한_베이지,꽃잎이 피어난 정원에 온 듯 포근한 베이지 핑크,1,web/app.js:1406
app.붉게_물드는_해질녘_창가의_오렌지_앰버,붉게 물드는 해질녘 창가의 오렌지 앰버,1,web/app.js:1407
app.자극을_비우고_문장에_침잠하는_미니멀_쿨_그,자극을 비우고 문장에 침잠하는 미니멀 쿨 그레이,1,web/app.js:1408
app.아득한_영감을_불러오는_소프트_라벤더,아득한 영감을 불러오는 소프트 라벤더,1,web/app.js:1409
